001,p_files,001.mp3,Izuwa anema sanguwanguwa a kakanen i dut(palingulje)i tatakesiyan(kakituluan, kunkuan, gaku)?
002,p_files,002.mp3,aza sanguwanguwa a kakanen? liyav a lavace!
003,p_files,003.mp3,tjalja tjenglayan a en na sema tua kakanan nu azemezemetj.
004,p_files,004.mp3,pai! makakesanga, tjasi kaivan nanga.
005,p_files,005.mp3,kilimu kanu! kanu nu maculjuculju-anan.
006,p_files,006.mp3,sasanguwa a ngata satja kaiven!
007,p_files,007.mp3,sanguwa a ngata sa damai.
008,p_files,008.mp3,anema su kinatjengelayan tu su kanen? nanguwa a veljevelje a u kanen.
009,p_files,009.mp3,maatianan a en a temekele a puita?
010,p_files,010.mp3,na sa keman sun tua nema? (anema su sa kemanan? )
011,p_files,011.mp3,na mavetu a en, djavadjavay!
012,p_files,012.mp3,Inianan a keman a en tua sa namaya tucu a kakanen.
013,p_files,013.mp3,sasanguwa sa tja kaiven?
014,p_files,014.mp3,ui! sasanguwa a angata(alavac)!
015,p_files,015.mp3,na mavetuanga en alavac! pacencenanga!
016,p_files,016.mp3,na saljinga sun a temekele tua ucia tu sayda?
017,p_files,017.mp3,na sakeman a en tua uwacin.
018,p_files,018.mp3,na-kemacu a en tua alju, nasa-keman mun?
019,p_files,019.mp3,maculju alavac! dj apesu-anan sakakan!
020,p_files,020.mp3,galjuwanan, palamuanga satjen a kaive.
021,p_files,021.mp3,aza keman tua udjidjilje a daikun, bulay tua su maca.
022,p_files,022.mp3,maya keman tua aljualju a pasusangase tua tja sikanan.
023,p_files,023.mp3,Inia tjen a tjaljuetju nu kemakan e tjen.
024,p_files,024.mp3,aza kakedrian inia tjen a penili tua tja kanen, tja kanen a gemudem.
025,p_files,025.mp3,semuliave tjen tua ljacen(tja suliaven a ljacen, talivake e tjen)!
026,p_files,026.mp3,maculju! tja sikinemenem!
027,p_files,027.mp3,inia tjen a semuliyave tua avai. tja pacengecen a ita.
028,p_files,028.mp3,keman su tua tinawdan ta vutjulje nua kuka(vuyu) a kinsa?
029,p_files,029.mp3,uri vemeli su tua alju?
030,p_files,030.mp3,nima sa kafyi(咖啡)? u salume a lavace!
031,p_files,031.mp3,Niaen sa inalan a 爆米花. (aicu a u inalan a爆米花, aicu niaen a inalan a爆米花)
032,p_files,032.mp3,tja kudainanga sa tjeza djamay? (sa tjeza djamay tja kudainanga? )
033,p_files,033.mp3,izua u tjalupun a pasu-udjidjilj(像紅色的).
034,p_files,034.mp3,aza uri djetjemananga, kipuitun(kemava) tjen a pakaliyave.
035,p_files,035.mp3,tja ljekedrianga sa itun(kava), tja medrikitjeanga kasuy(kacakac, zubun).
036,p_files,036.mp3,sanuwa'u a su kasuy(kacakac, zubun)! (把你的褲子整理好! )
037,p_files,037.mp3,lutelutu a limalima na su itun(kava)!
038,p_files,038.mp3,sanuwa'u a vengtje na su kucu!
039,p_files,039.mp3,kucusetawuanan sa kemucukucu.
040,p_files,040.mp3,aza uri enmutjaljeanga, pakilimu a kemapa sa emamigucu.
041,p_files,041.mp3,kegrikedri sa kucu se tjaljekedri tjen a pagalju.
042,p_files,042.mp3,pacangalale a lavac sa itun(kava, kaba).
043,p_files,043.mp3,na mavelide sa su siniitun(kinavan), pasalive sa su sicaingan.
044,p_files,044.mp3,nu kalja djadjeljeman na pakaliyave tjen tua itun(kava衣服).
045,p_files,045.mp3,【nu tja siitun(sikava)】.
046,p_files,046.mp3,tusa adaw uri emitun(kemava)tjen tua sisagaku a itun a semagaku.
047,p_files,047.mp3,emitun(kemava) tjen tua siundudu nu uri undudu tjen.
